Plant Code,Plant Name,State,Latitude,Longitude,Energy Source,Nameplate Capacity (MW)
1,Sand Point,AK,55.339722,-160.497222,WND,0.5
2,Bankhead Dam,AL,33.458665,-87.356823,WAT,53.9
4,Walter Bouldin Dam,AL,32.583889,-86.283056,WAT,75.0
11,H Neely Henry Dam,AL,33.7845,-86.0524,WAT,24.3
12,Holt Dam,AL,33.2553,-87.4495,WAT,46.9
13,Jordan Dam,AL,32.6189,-86.2548,WAT,25.0
14,Logan Martin Dam,AL,33.425878,-86.337547,WAT,42.7
15,Lay Dam,AL,32.9633,-86.5187,WAT,29.5
16,Martin Dam,AL,32.680394,-85.911442,WAT,50.2
17,Mitchell Dam,AL,32.806025,-86.444892,WAT,20.0
18,Lewis Smith Dam,AL,33.9406,-87.1077,WAT,90.5
19,Thurlow Dam,AL,32.535436,-85.887614,WAT,40.5
20,Weiss Dam,AL,34.172142,-85.753806,WAT,29.2
21,Yates Dam,AL,32.5743,-85.8901,WAT,25.5
34,Rollins,CA,39.134259,-120.953341,WAT,12.1
38,Millers Ferry,AL,32.100881,-87.399767,WAT,33.7
48,Guntersville,AL,34.421272,-86.393931,WAT,28.8
49,Wheeler Dam,AL,34.8069,-87.3819,WAT,35.1
53,Gantt,AL,31.4033,-86.479469,WAT,1.2
55,Point A,AL,31.361146,-86.518307,WAT,1.6
62,Annex Creek,AK,58.3176,-134.101,WAT,1.8
63,Gold Creek,AK,58.3107,-134.4174,WAT,0.8
65,Salmon Creek 1,AK,58.3269,-134.4631,WAT,8.5
66,Skagway,AK,59.4545,-135.3131,WAT,0.4
70,Swan Lake,AK,55.615208,-131.356111,WAT,11.3
71,Terror Lake Microgrid,AK,57.6861,-152.895,WAT,11.2
72,Venice Hydro,CA,34.01135,-118.4168,WAT,10.1
77,Eklutna Hydro Project,AK,61.475211,-149.15009,WAT,22.2
78,Snettisham,AK,58.1415,-133.737,WAT,23.6
84,Ketchikan,AK,55.344641,-131.633425,WAT,1.4
88,Ashokan,NY,41.949,-74.2063,WAT,2.3
90,Snake River,AK,64.505331,-165.429814,WND,0.9
91,Petersburg,AK,56.81104,-132.957091,WAT,1.8
93,Blue Lake Hydro,AK,57.0516,-135.2297,WAT,5.3
100,South Consolidated,AZ,33.466477,-111.781064,WAT,1.4
104,J S Eastwood,CA,37.147926,-119.2567,WAT,199.8
141,Agua Fria,AZ,33.5561,-112.2153,SUN,0.2
143,Crosscut,AZ,33.439375,-111.946052,WAT,3.0
145,Horse Mesa,AZ,33.5907,-111.344,WAT,9.9
148,Mormon Flat,AZ,33.5536,-111.4431,WAT,9.2
149,Roosevelt,AZ,33.671104,-111.161786,WAT,36.0
150,Stewart Mountain,AZ,33.5661,-111.536,WAT,13.0
152,Davis Dam,AZ,35.197044,-114.570669,WAT,51.7
153,Glen Canyon Dam,AZ,36.936614,-111.483872,WAT,165.0
154,Hoover Dam (NV),NV,36.01551,-114.738006,WAT,2.4
159,Lake Creek Dam,UT,40.493631,-111.312506,WAT,1.5
161,Turlock Lake,CA,37.611461,-120.594678,WAT,1.1
162,Hickman,CA,37.621536,-120.746247,WAT,0.5
166,Carpenter,AR,34.4425,-93.0262,WAT,28.0
174,Remmel,AR,34.4272,-92.8941,WAT,3.0
180,Volta 2,CA,40.45193,-121.86215,WAT,1.0
182,Beaver Dam (AR),AR,36.421507,-93.847373,WAT,56.0
187,Degray,AR,34.211913,-93.110963,WAT,40.0
188,Greers Ferry Lake,AR,35.5207,-91.9953,WAT,48.0
195,Narrows (AR),AR,34.148427,-93.715168,WAT,8.5
196,Norfork,AR,36.2491,-92.2401,WAT,40.2
197,Blakely Mountain,AR,34.570984,-93.194425,WAT,37.5
198,Bull Shoals,AR,36.3635,-92.5763,WAT,40.0
199,Dardanelle,AR,35.2503,-93.1686,WAT,40.2
214,Alta Powerhouse,CA,39.215979,-120.80355,WAT,1.0
215,Angels,CA,38.071944,-120.539444,WAT,1.4
217,Balch 1,CA,36.909137,-119.087712,WAT,31.0
218,Balch 2,CA,36.908907,-119.087556,WAT,48.6
219,Belden,CA,40.007445,-121.249438,WAT,117.9
220,Bucks Creek,CA,39.91062,-121.327692,WAT,33.0
221,Butt Valley,CA,40.175656,-121.190663,WAT,40.0
222,Caribou 1,CA,40.085476,-121.148241,WAT,23.8
223,Caribou 2,CA,40.085997,-121.149373,WAT,60.3
224,Centerville PH,CA,39.788877,-121.657383,WAT,5.5
225,Chili Bar,CA,38.771764,-120.813239,WAT,8.3
227,Coleman PH,CA,40.404645,-122.121904,WAT,12.1
231,Cresta,CA,39.825907,-121.409687,WAT,36.9
232,De Sabla,CA,39.869265,-121.631819,WAT,18.4
233,Deer Creek PH,CA,39.29807,-120.8443,WAT,5.5
235,Drum 1,CA,39.256873,-120.767437,WAT,12.0
236,Drum 2,CA,39.257388,-120.767046,WAT,53.1
237,Dutch Flat,CA,39.216985,-120.835587,WAT,22.0
238,El Dorado,CA,38.793574,-120.619152,WAT,10.0
239,Electra,CA,38.330985,-120.669901,WAT,32.3
240,Haas,CA,36.927424,-119.02025,WAT,67.5
241,Halsey,CA,38.956985,-121.041932,WAT,13.6
242,Hamilton Branch,CA,40.268712,-121.089479,WAT,2.6
243,Hat Creek 1,CA,40.929297,-121.544462,WAT,10.0
244,Hat Creek 2,CA,40.960675,-121.548657,WAT,10.0
248,Inskip,CA,40.400988,-121.965502,WAT,7.6
249,James B Black,CA,40.992295,-121.975182,WAT,85.1
250,Kerckhoff,CA,37.092486,-119.552826,WAT,11.3
254,Kings River PH,CA,36.888166,-119.158777,WAT,48.6
258,Merced Falls,CA,37.52301,-120.329905,WAT,3.4
261,Murphys,CA,38.147093,-120.446396,WAT,3.6
262,Narrows PH,CA,39.2364,-121.271741,WAT,10.2
264,Phoenix,CA,38.032103,-120.326537,WAT,1.6
265,Pit 1,CA,40.99084,-121.498243,WAT,34.6
266,Pit 3,CA,40.997448,-121.748139,WAT,26.7
267,Pit 4,CA,40.986361,-121.84944,WAT,51.7
268,Pit 5,CA,40.986197,-121.977594,WAT,38.2
269,Pit 6,CA,40.922568,-121.992906,WAT,39.6
270,Pit 7,CA,40.847462,-121.990798,WAT,57.6
272,Poe,CA,39.722892,-121.469814,WAT,71.4
274,Potter Valley,CA,39.361786,-123.127934,WAT,4.4
275,Rock Creek,CA,39.90521,-121.345226,WAT,63.0
276,San Joaquin 2,CA,37.203233,-119.497508,WAT,2.8
277,San Joaquin 3,CA,37.253718,-119.519352,WAT,4.0
279,Salt Springs,CA,38.497914,-120.21811,WAT,12.3
280,South,CA,40.395396,-121.879186,WAT,6.7
281,Spaulding 1,CA,39.324613,-120.644807,WAT,7.0
282,Spaulding 2,CA,39.324592,-120.645375,WAT,3.7
283,Spaulding 3,CA,39.337679,-120.635467,WAT,6.6
284,Spring Gap,CA,38.18653,-120.11168,WAT,6.0
285,Stanislaus,CA,38.139048,-120.370325,WAT,81.9
287,Tiger Creek,CA,38.449291,-120.492645,WAT,25.5
289,Tule River,CA,36.163076,-118.707104,WAT,4.2
290,Volta 1,CA,40.459111,-121.86708,WAT,8.5
291,West Point PH,CA,38.420898,-120.549572,WAT,13.6
292,Wise,CA,38.889862,-121.098525,WAT,13.6
293,A G Wishon,CA,37.15105,-119.504724,WAT,3.2
296,Fall Creek,CA,41.985605,-122.360455,WAT,0.5
313,Green Lake,AK,56.986284,-135.12275,WAT,9.3
314,Drop 5 (CA),CA,32.673097,-115.392026,WAT,2.0
316,Sepulveda Canyon,CA,34.0969,-118.4795,WAT,8.5
317,Big Creek 1,CA,37.2042,-119.2396,WAT,19.8
318,Big Creek 2,CA,37.2,-119.3069,WAT,15.8
319,Big Creek 3,CA,37.148517,-119.386623,WAT,34.0
320,Big Creek 4,CA,37.139,-119.4898,WAT,50.0
321,Big Creek 8,CA,37.2096,-119.3289,WAT,30.0
322,Big Creek 2A,CA,37.200062,-119.30681,WAT,55.0
323,Bishop Creek 2,CA,37.273581,-118.573339,WAT,2.5
324,Bishop Creek 3,CA,37.301962,-118.531957,WAT,2.8
325,Bishop Creek 4,CA,37.323035,-118.501714,WAT,1.0
326,Bishop Creek 5,CA,37.3344,-118.4797,WAT,2.0
327,Bishop Creek 6,CA,37.3499,-118.4628,WAT,1.6
332,Fontana,CA,34.155162,-117.397119,WAT,1.5
336,Kaweah 2,CA,36.461326,-118.87988,WAT,1.8
337,Kaweah 1,CA,36.465066,-118.862023,WAT,2.3
338,Kaweah 3,CA,36.486059,-118.835645,WAT,2.4
339,Kern River 3,CA,35.776185,-118.436233,WAT,20.5
340,Kern River 1,CA,35.460303,-118.77959,WAT,6.6
342,Lundy,CA,38.042729,-119.172015,WAT,1.5
344,Mammoth Pool,CA,37.220302,-119.337983,WAT,95.0
353,Poole,CA,37.944237,-119.2161,WAT,11.3
354,Portal,CA,37.257045,-119.158936,WAT,10.8
357,Rush Creek,CA,37.766954,-119.123284,WAT,5.9
361,Santa Ana 1,CA,34.14522,-117.058481,WAT,0.8
363,Santa Ana 3,CA,34.107245,-117.099091,WAT,3.1
365,Lower Tule River,CA,36.13568,-118.788868,WAT,1.3
376,Pardee,CA,38.2569,-120.8507,WAT,7.5
378,Prairie River,MN,47.287206,-93.498266,WAT,0.7
380,Dion R Holm,CA,37.896649,-119.9675,WAT,90.1
381,Moccasin,CA,37.809388,-120.299254,WAT,45.0
382,R C Kirkwood,CA,37.877667,-119.953233,WAT,45.4
385,Drop 2 (CA),CA,32.705435,-115.030975,WAT,5.0
386,Drop 3 (CA),CA,32.705428,-115.126103,WAT,4.8
387,Drop 4,CA,32.705341,-115.219067,WAT,10.0
388,Pilot Knob,CA,32.736642,-114.713858,WAT,16.5
390,Solomon Gulch,AK,61.0828,-146.3033,WAT,6.0
391,Big Pine Creek,CA,37.142795,-118.324075,WAT,3.2
392,Castaic,CA,34.587237,-118.656638,WAT,271.0
393,Control Gorge,CA,37.437921,-118.556988,WAT,37.5
394,Cottonwood,CA,36.443421,-118.04389,WAT,0.8
396,Foothill,CA,34.318248,-118.494449,WAT,8.8
397,Franklin (CA),CA,34.103931,-118.413377,WAT,2.0
398,Haiwee,CA,36.109722,-117.956667,WAT,2.8
401,Middle Gorge,CA,37.51,-118.569167,WAT,37.5
402,Pleasant Valley Hydro,CA,37.41416,-118.523889,WAT,3.2
403,San Fernando,CA,34.312778,-118.492778,WAT,2.8
407,Upper Gorge,CA,37.546036,-118.590001,WAT,37.5
409,Exchequer,CA,37.584345,-120.26859,WAT,94.5
410,McSwain,CA,37.522065,-120.31009,WAT,9.0
412,Chicago Park,CA,39.177903,-120.890856,WAT,44.0
413,Dutch Flat 2,CA,39.2184,-120.8352,WAT,27.3
414,Beardsley,CA,38.202569,-120.076983,WAT,10.0
415,Donnells,CA,38.246656,-120.034072,WAT,72.0
416,Tulloch,CA,37.876111,-120.605,WAT,11.7
417,Forbestown,CA,39.551012,-121.278784,WAT,41.9
418,Kelly Ridge,CA,39.531784,-121.491247,WAT,10.0
419,Woodleaf,CA,39.553811,-121.204077,WAT,67.2
424,French Meadows,CA,39.077971,-120.406069,WAT,15.3
425,Middle Fork,CA,39.024801,-120.596383,WAT,61.2
426,Oxbow (CA),CA,39.003372,-120.746651,WAT,6.1
427,Ralston,CA,39.000999,-120.725053,WAT,79.2
428,Parker,CA,37.477838,-120.444492,WAT,2.7
430,Camino,CA,38.82881,-120.537089,WAT,78.9
431,Jaybird,CA,38.83405,-120.53176,WAT,80.8
432,Loon Lake,CA,38.982697,-120.324503,WAT,74.1
433,Robbs Peak,CA,38.896511,-120.378292,WAT,25.5
435,White Rock/Slab Creek,CA,38.765336,-120.787366,WAT,133.0
436,Devil Canyon,CA,34.2056,-117.3344,WAT,59.8
437,Edward C Hyatt,CA,39.542985,-121.492188,WAT,117.0
438,Thermalito,CA,39.514893,-121.630077,WAT,32.6
439,Don Pedro,CA,37.695994,-120.420152,WAT,45.5
440,La Grange,CA,37.6697,-120.4436,WAT,1.2
441,Folsom,CA,38.70675,-121.158443,WAT,66.2
442,Judge F Carr,CA,40.646934,-122.626973,WAT,77.2
443,Keswick,CA,40.611858,-122.446441,WAT,39.0
444,Nimbus,CA,38.63735,-121.220198,WAT,6.7
445,Shasta,CA,40.717455,-122.422274,WAT,142.0
446,ONeill,CA,37.098671,-121.047718,WAT,4.2
447,Parker Dam,CA,34.295334,-114.140222,WAT,30.0
448,W R Gianelli,CA,37.0692,-121.0772,WAT,53.0
450,Spring Creek,CA,40.628115,-122.467509,WAT,90.0
451,Trinity,CA,40.797296,-122.762553,WAT,70.0
454,Colgate,CA,39.330833,-121.191666,WAT,157.5
455,Narrows 2,CA,39.238996,-121.270409,WAT,46.7
457,Bear Valley,CA,33.166246,-117.016566,WAT,0.7
466,Boulder Canyon Hydro,CO,40.004725,-105.332495,WAT,5.0
467,Cabin Creek,CO,39.6551,-105.7088,WAT,150.0
472,Georgetown Hydro,CO,39.6919,-105.6978,WAT,0.6
474,Salida,CO,38.53419,-106.182003,WAT,0.6
476,Shoshone (CO),CO,39.57013,-107.226876,WAT,7.2
479,Temescal,CA,33.8343,-117.4971,WAT,2.9
480,Corona,CA,33.85895,-117.6106,WAT,2.9
481,Perris,CA,33.8361,-117.1831,WAT,7.9
482,Rio Hondo,CA,34.004722,-118.09917,WAT,1.9
483,Coyote Creek,CA,33.92493,-117.95517,WAT,3.1
484,Red Mountain,CA,33.3944,-117.1889,WAT,5.9
487,Valley View,CA,33.9001,-117.82905,WAT,4.1
489,Upper Dawson,CA,37.6508,-120.4706,WAT,4.4
494,Manitou Springs,CO,38.855556,-104.933056,WAT,2.5
495,Ruxton Park,CO,38.841354,-104.973802,WAT,1.0
505,Boysen,WY,43.417872,-108.177545,WAT,7.5
508,Lamar Plant,CO,38.033327,-102.537915,WND,4.5
512,Blue Mesa,CO,38.453191,-107.337483,WAT,43.2
513,Estes,CO,40.376771,-105.509665,WAT,15.0
514,Morrow Point,CO,38.451753,-107.539299,WAT,86.6
515,Big Thompson,CO,40.421031,-105.223804,WAT,4.5
516,Green Mountain,CO,39.878805,-106.332725,WAT,13.0
517,Marys Lake,CO,40.34408,-105.534308,WAT,8.1
518,Flatiron,CO,40.364996,-105.236032,WAT,43.0
519,Pole Hill,CO,40.365056,-105.325074,WAT,38.2
520,Lower Molina,CO,39.19366,-108.044088,WAT,5.6
521,Upper Molina,CO,39.143808,-108.004777,WAT,9.9
531,Sacramento Municipal Util Dist,CA,39.048802,-121.316966,WAT,7.2
534,Jones Fork,CA,38.850283,-120.381883,WAT,10.0
537,Camanche,CA,38.2268,-121.0245,WAT,3.6
539,Rocky River (CT),CT,41.5826,-73.4349,WAT,3.5
541,Bulls Bridge,CT,41.659046,-73.491984,WAT,1.2
547,Northfield Mountain,MA,42.610683,-72.471643,WAT,292.0
551,Scotland Dam,CT,41.6651,-72.1221,WAT,2.0
552,Shepaug,CT,41.44842,-73.295321,WAT,37.2
553,Stevenson,CT,41.3833,-73.1714,WAT,7.5
554,Taftville,CT,41.5725,-72.0458,WAT,0.4
557,Tunnel,CT,41.555425,-72.041829,WAT,1.0
559,Rainbow (CT),CT,41.915312,-72.693616,WAT,4.0
560,Falls Village,CT,41.957272,-73.369297,WAT,3.0
579,High Falls,NY,41.828814,-74.131877,WAT,3.2
583,Tenth Street,CT,41.538955,-72.050936,WAT,1.4
584,Navajo Dam,NM,36.8061,-107.6131,WAT,15.0
585,Drop 1,CA,32.711611,-114.942666,WAT,1.9
586,East Highline,CA,32.699451,-115.28245,WAT,2.4
622,South Fork Tolt,WA,47.699167,-121.783333,WAT,16.8
625,Upper Mechanicville,NY,42.9126,-73.6805,WAT,8.2
626,Oak Flat,CA,40.07531,-121.16143,WAT,1.4
632,Newcastle,CA,38.835182,-121.092982,WAT,12.7
645,Big Bend,FL,27.7944,-82.4036,SUN,19.8
674,Pilot Butte,WY,43.219017,-108.787681,WAT,0.8
678,W K Sanders,VT,44.625282,-72.530859,WAT,0.9
682,Kerckhoff 2,CA,37.071846,-119.558008,WAT,139.5
690,J Woodruff,FL,30.708571,-84.863869,WAT,14.5
702,Bartletts Ferry,AL,32.663,-85.0908,WAT,15.0
704,Burton Dam,GA,34.7939,-83.5402,WAT,3.0
706,Flint River,GA,31.6026,-84.137,WAT,1.8
707,Goat Rock,AL,32.6096,-85.0795,WAT,5.0
712,Lloyd Shoals,GA,33.3207,-83.8414,WAT,2.4
714,Toadtown,CA,39.893491,-121.59338,WAT,1.8
717,Morgan Falls,GA,33.9681,-84.3841,WAT,2.4
718,Nacoochee,GA,34.7549,-83.5012,WAT,2.4
719,North Highlands,GA,32.4994,-84.9965,WAT,9.2
720,Oliver Dam,GA,32.5155,-85.0004,WAT,18.0
722,Sinclair Dam,GA,33.1405,-83.2018,WAT,22.5
723,Tallulah Falls,GA,34.7388,-83.3956,WAT,12.0
724,Terrora,GA,34.7653,-83.4162,WAT,8.0
725,Tugalo,GA,34.714,-83.3522,WAT,11.2
729,Yonah,GA,34.6821,-83.3418,WAT,7.5
736,Stevens Creek,GA,33.562644,-82.051242,WAT,2.2
745,Etiwanda,CA,34.10345,-117.5257,WAT,23.9
751,Moccasin Low Head Hydro Project,CA,37.816447,-120.312033,WAT,2.9
752,Lake Blackshear Project,GA,31.847697,-83.941996,WAT,2.4
754,Hartwell Lake,GA,34.3564,-82.8219,WAT,85.0
757,Blue Ridge,GA,34.883889,-84.282222,WAT,22.0
758,Nottely,GA,34.959153,-84.08765,WAT,15.0
759,Buford,GA,34.162279,-84.077367,WAT,62.0
760,Allatoona,GA,34.1637,-84.7282,WAT,42.3
761,Walter F George,GA,31.624501,-85.065237,WAT,42.0
771,Puueo,HI,19.7264,-155.0908,WAT,0.7
774,Waiau Hydro,HI,19.7203,-155.1189,WAT,0.7
776,Sly Creek,CA,39.580413,-121.119479,WAT,12.1
785,Kingsley,NE,41.2114,-101.6681,WAT,50.0
788,East Barnet,VT,44.326335,-72.035894,WAT,2.2
790,Gem State,ID,43.420221,-112.101852,WAT,23.4
791,Canyon,TX,29.87056,-98.194733,WAT,3.0
794,Lewisville,TX,33.068473,-96.963806,WAT,2.8
805,Charles E Monty,ME,44.099461,-70.220851,WAT,14.2
808,Jarvis (Hinckley),NY,43.3121,-75.109,WAT,4.5
809,American Falls,ID,42.7778,-112.8764,WAT,30.8
810,Bliss (ID),ID,42.913786,-115.070986,WAT,25.0
811,Brownlee,ID,44.8367,-116.8975,WAT,112.5
812,C J Strike,ID,42.944869,-115.977858,WAT,27.6
813,Cascade Dam (ID),ID,44.5256,-116.0483,WAT,6.2
814,Clear Lake,ID,42.66701,-114.78012,WAT,2.5
815,Lower Malad,ID,42.865783,-114.906172,WAT,13.5
816,Lower Salmon,ID,42.841608,-114.903611,WAT,15.0
818,Shoshone Falls,ID,42.5975,-114.4033,WAT,11.5
819,Swan Falls,ID,43.2435,-116.3791,WAT,13.6
820,Thousand Springs,ID,42.740542,-114.836722,WAT,6.8
821,Twin Falls (ID),ID,42.5892,-114.3553,WAT,8.4
822,Upper Salmon A,ID,42.767422,-114.924692,WAT,9.0
823,Upper Malad,ID,42.864267,-114.885542,WAT,8.3
825,Ashton,ID,44.07863,-111.497326,WAT,2.7
827,Grace,ID,42.53675,-111.793967,WAT,11.0
829,Oneida,ID,42.267774,-111.748531,WAT,10.0
831,Soda,ID,42.64455,-111.696689,WAT,7.6
833,Cabinet Gorge,ID,48.084444,-116.053056,WAT,59.4
835,Post Falls,ID,47.703333,-116.953889,WAT,2.2
839,Scott Flat,CA,39.272108,-120.932508,WAT,1.0
840,Dworshak,ID,46.5143,-116.2977,WAT,103.0
841,City Power Plant,ID,43.491398,-112.04541,WAT,8.0
843,Lower No 2,ID,43.468398,-112.062602,WAT,3.0
844,Upper Power Plant,ID,43.552695,-112.050953,WAT,8.0
846,Combie South,CA,39.0096,-121.0591,WAT,0.5
850,Palisades Dam,ID,43.334849,-111.205752,WAT,44.1
851,Albeni Falls,ID,48.180245,-116.99859,WAT,14.0
899,Moline,IL,41.509959,-90.534021,WAT,0.9
903,Rockton,IL,42.4511,-89.0756,WAT,0.6
905,Alamo,CA,34.8158,-118.6867,WAT,19.6
917,Quincy Chute,WA,46.982514,-119.257764,WAT,9.4
925,Hydro Plant No 3,UT,39.205623,-111.334381,WAT,0.7
944,Geneseo,IL,41.451494,-90.148547,WND,1.5
960,North Ninth Street,IL,41.9093,-89.0498,SUN,0.3
986,Elkhart,IN,41.6928,-85.965,WAT,1.4
987,Last Chance,ID,42.603349,-111.705304,WAT,0.2
989,Twin Branch,IN,41.665,-86.1322,WAT,0.6
998,Norway (IN),IN,40.7803,-86.76,WAT,2.0
999,Oakdale,IN,40.6564,-86.7528,WAT,4.3
1005,Markland,IN,38.7795,-84.964,WAT,25.9
1016,Butler-Warner Generation Plant,NC,35.0986,-78.8294,SUN,1.0
1020,Manti Lower,UT,39.255911,-111.621491,WAT,0.6
1067,Iowa Hydro LLC,IA,42.069987,-90.697657,WAT,0.6
1109,Keokuk,IA,40.3965,-91.3719,WAT,7.6
1172,Osage (IA),IA,43.279722,-92.810556,SUN,0.8
1173,Ottumwa City of,IA,41.016346,-92.414873,WAT,1.0
1354,Dix Dam,KY,37.7864,-84.7028,WAT,9.4
1355,E W Brown,KY,37.78831,-84.71257,SUN,13.0
1359,Mother Ann Lee,KY,37.8297,-84.7247,WAT,0.7
1365,Ohio Falls,KY,38.2832,-85.7792,WAT,13.7
1371,Barkley,KY,37.0217,-88.2211,WAT,32.5
1377,Kentucky Dam,KY,37.0131,-88.2692,WAT,44.6
1380,Wolf Creek,KY,36.8691,-85.147,WAT,45.0
1469,Ellsworth Hydro Station,ME,44.5442,-68.4306,WAT,2.5
1475,Milford Hydro Station,ME,44.942064,-68.64504,WAT,0.7
1478,Stillwater Hydro Station,ME,44.9094,-68.6833,WAT,0.4
1482,Bonny Eagle,ME,43.687688,-70.611553,WAT,1.2
1483,Brunswick Hydro,ME,43.920486,-69.967819,WAT,12.6
1486,Cataract Hydro,ME,43.4956,-70.4472,WAT,6.6
1488,Deer Rips,ME,44.134572,-70.203715,WAT,0.6
1491,Gulf Island,ME,44.152854,-70.209378,WAT,6.4
1492,Harris Hydro,ME,45.4592,-69.8658,WAT,15.0
1493,Hiram,ME,43.8525,-70.7969,WAT,2.4
1497,Messalonskee 2 (Oakland),ME,44.548544,-69.710404,WAT,2.8
1498,Messalonskee 3,ME,44.569872,-69.681841,WAT,1.6
1500,Messalonskee 5,ME,44.534397,-69.652232,WAT,1.8
1501,North Gorham,ME,43.802517,-70.44992,WAT,1.1
1504,Shawmut,ME,44.629517,-69.583527,WAT,0.7
1505,Skelton,ME,43.5708,-70.5583,WAT,8.4
1508,West Buxton,ME,43.66687,-70.602125,WAT,0.6
1509,Weston Hydro,ME,44.763875,-69.71828,WAT,3.0
1510,Williams Hydro,ME,44.9589,-69.8703,WAT,7.0
1511,Wyman Hydro,ME,45.0703,-69.9064,WAT,24.0
1516,Squa Pan Hydro Station,ME,46.556477,-68.325538,WAT,1.5
1567,Deep Creek,MD,39.523,-79.413,WAT,10.0
1574,Conowingo,MD,39.6572,-76.1752,WAT,45.0
1603,Boatlock,MA,42.2086,-72.6014,WAT,0.7
1604,Chemical,MA,42.1919,-72.6097,WAT,0.8
1605,Hadley Falls,MA,42.2119,-72.6036,WAT,17.6
1607,Riverside Holyoke,MA,42.200592,-72.594432,WAT,0.8
1620,Deerfield 5,MA,42.69118,-72.9561,WAT,17.5
1629,Cabot,MA,42.5875,-72.5793,WAT,10.3
1630,Cobble Mountain,MA,42.117112,-72.864663,WAT,13.0
1634,Gardners Falls,MA,42.5914,-72.7308,WAT,0.4
1637,Putts Bridge,MA,42.157896,-72.48643,WAT,1.6
1638,Redbridge,MA,42.176047,-72.409521,WAT,1.8
1693,Alcona,MI,44.561961,-83.804505,WAT,4.0
1694,Allegan Dam,MI,42.563803,-85.953976,WAT,0.5
1698,C W Tippy,MI,44.259135,-85.939565,WAT,6.7
1700,Cooke,MI,44.472624,-83.571947,WAT,3.0
1701,Croton,MI,43.437322,-85.664462,WAT,3.0
1704,Five Channels,MI,44.455518,-83.676274,WAT,3.0
1705,Foote,MI,44.435381,-83.440722,WAT,3.0
1707,Hardy,MI,43.486618,-85.629866,WAT,10.0
1708,Hodenpyl,MI,44.36286,-85.819968,WAT,8.5
1712,Loud,MI,44.4631,-83.7208,WAT,2.0
1713,Ludington,MI,43.8942,-86.4447,WAT,329.8
1714,Mio,MI,44.661114,-84.131691,WAT,2.5
1716,Rogers,MI,43.613001,-85.479469,WAT,1.7
1722,Webber,MI,42.9528,-84.9025,WAT,3.3
1751,Edison Sault,MI,46.4974,-84.332,WAT,0.6
1753,Berrien Springs,MI,41.9439,-86.3289,WAT,0.6
1754,Buchanan (MI),MI,41.839566,-86.35105,WAT,0.4
1756,Saxon Falls,WI,46.5392,-90.3742,WAT,0.8
1757,Superior Falls,MI,46.564601,-90.416147,WAT,0.7
1760,Constantine,MI,41.8436,-85.6694,WAT,0.3
1761,Mottville,MI,41.8056,-85.7505,WAT,0.4
1773,Prickett,MI,46.7261,-88.6625,WAT,1.1
1774,Victoria Dam,MI,46.6964,-89.2089,WAT,6.0
1775,Brule,WI,45.9472,-88.2189,WAT,1.3
1776,Chalk Hill,MI,45.5136,-87.8011,WAT,2.6
1777,Hemlock Falls,MI,46.1311,-88.225,WAT,2.8
1778,Kingsford,MI,45.807956,-88.125121,WAT,2.4
1780,Michigamme Falls,MI,45.9553,-88.1958,WAT,4.8
1781,Peavy Falls,MI,45.990781,-88.210514,WAT,6.0
1785,Way Dam,MI,46.1592,-88.2353,WAT,1.8
1786,White Rapids,MI,45.482084,-87.802178,WAT,3.0
1787,Grand Rapids,MI,45.3547,-87.6494,WAT,1.1
1821,Crystal Falls,MI,46.106278,-88.334531,WAT,0.3
1842,James R Smith,MI,46.571639,-87.410455,WAT,1.6
1844,Marshall (MI),MI,42.2717,-84.9411,WAT,0.2
1848,Norway (MI),MI,45.74123,-87.86278,WAT,2.7
1852,St Louis,MI,43.4019,-84.6014,WAT,0.2
1856,Hydro Plant,MI,41.9711,-85.5381,WAT,0.4
1865,Saint Marys Falls,MI,46.50625,-84.349267,WAT,6.2
1871,Kleber,MI,45.391984,-84.333257,WAT,0.6
1892,Blanchard,MN,45.8614,-94.3592,WAT,6.0
1894,Fond Du Lac,MN,46.666768,-92.293897,WAT,12.0
1895,Knife Falls,MN,46.726627,-92.448619,WAT,0.8
1896,Little Falls (MN),MN,45.975013,-94.369094,WAT,0.8
1898,Pillager,MN,46.316033,-94.484944,WAT,0.8
1899,Scanlon,MN,46.709126,-92.421733,WAT,0.4
1900,Sylvan,MN,46.305,-94.3775,WAT,0.6
1901,Thomson,MN,46.655,-92.3333,WAT,13.0
1902,Winton,MN,47.9344,-91.7639,WAT,2.0
1911,Hennepin Island,MN,44.982359,-93.254163,WAT,2.8
1943,Hoot Lake,MN,46.290641,-96.043252,WAT,1.0
1977,Granite Falls,MN,44.811685,-95.53455,WAT,0.3
1987,Lanesboro,MN,43.720026,-91.977738,WAT,0.3
1998,Mountain Lake,MN,43.9405,-94.9434,WND,1.2
2007,Rochester Hydro,MN,44.212981,-92.480177,WAT,1.3
2009,Redwood Falls,MN,44.5431,-95.1178,WAT,0.5
2014,Thief River Falls,MN,48.114262,-96.179176,WAT,0.3
2022,Willmar,MN,45.121705,-95.053236,WND,2.0
2024,Worthington,MN,43.63349,-95.609234,WND,0.9
2099,Niangua,MO,37.9385,-92.847701,WAT,1.5
2106,Osage Dam,MO,38.2044,-92.6239,WAT,27.5
2108,Taum Sauk,MO,37.520833,-90.834722,WAT,204.0
2124,Stockton Hydro,MO,37.6936,-93.7691,WAT,52.0
2166,Table Rock,MO,36.597,-93.3086,WAT,50.0
